,sex,TPR,FPR,TNR,FNR,ACC,Mean_y_hat,Mean_y_target,Mean_y_hat_prob,Model
0,1.0,0.6660899653979239,0.33558178752107926,0.6644182124789207,0.33391003460207613,0.6652433817250214,0.4987190435525192,0.4935952177625961,0.5145466327667236,Xgboost
1,0.0,0.4594594594594595,0.1411764705882353,0.8588235294117647,0.5405405405405406,0.701067615658363,0.2669039145907473,0.39501779359430605,0.3960379362106323,Xgboost
0,1.0,0.6209813874788495,0.3140350877192982,0.6859649122807018,0.3790186125211506,0.652885443583118,0.4702842377260982,0.5090439276485789,0.504082441329956,Xgboost
1,0.0,0.5357142857142857,0.1340782122905028,0.8659217877094972,0.4642857142857143,0.738831615120275,0.28865979381443296,0.3848797250859107,0.3935277462005615,Xgboost
0,1.0,0.6582491582491582,0.3154121863799283,0.6845878136200717,0.34175084175084175,0.6710069444444444,0.4921875,0.515625,0.5131780505180359,Xgboost
0,0.0,0.4636363636363636,0.1656441717791411,0.8343558282208589,0.5363636363636364,0.684981684981685,0.2857142857142857,0.40293040293040294,0.39220130443573,Xgboost
1,1.0,0.6879310344827586,0.2983050847457627,0.7016949152542373,0.3120689655172414,0.6948717948717948,0.49145299145299143,0.49572649572649574,0.5176083445549011,Xgboost
1,0.0,0.3867924528301887,0.16304347826086957,0.8369565217391305,0.6132075471698113,0.6724137931034483,0.24482758620689654,0.36551724137931035,0.4007010757923126,Xgboost
0,1.0,0.7013651877133106,0.32451499118165783,0.6754850088183422,0.2986348122866894,0.6886383347788378,0.5160450997398092,0.5082393755420642,0.5227460265159607,Xgboost
1,0.0,0.5922330097087378,0.22043010752688172,0.7795698924731183,0.4077669902912621,0.71280276816609,0.35294117647058826,0.356401384083045,0.43639105558395386,Xgboost
0,1.0,0.6536502546689303,0.3415929203539823,0.6584070796460177,0.3463497453310696,0.6559792027729636,0.5008665511265165,0.5103986135181976,0.5125101208686829,Xgboost
1,0.0,0.46464646464646464,0.21568627450980393,0.7843137254901961,0.5353535353535354,0.6587301587301587,0.3134920634920635,0.39285714285714285,0.40270787477493286,Xgboost
0,1.0,0.652027027027027,0.2909698996655518,0.7090301003344481,0.34797297297297297,0.680672268907563,0.47058823529411764,0.49747899159663866,0.5175992846488953,Xgboost
1,0.0,0.5161290322580645,0.1881720430107527,0.8118279569892473,0.4838709677419355,0.7132616487455197,0.2974910394265233,0.3333333333333333,0.4132329821586609,Xgboost
0,1.0,0.6976744186046512,0.315702479338843,0.684297520661157,0.3023255813953488,0.6907216494845361,0.4991408934707904,0.4802405498281787,0.5217886567115784,Xgboost
1,0.0,0.5423728813559322,0.15760869565217392,0.842391304347826,0.4576271186440678,0.7251655629139073,0.3079470198675497,0.39072847682119205,0.41730162501335144,Xgboost
0,1.0,0.636963696369637,0.34205607476635513,0.6579439252336449,0.36303630363036304,0.6468010517090271,0.49868536371603855,0.5311130587204207,0.5226519703865051,Xgboost
1,0.0,0.5740740740740741,0.2064516129032258,0.7935483870967742,0.42592592592592593,0.7034220532319392,0.3574144486692015,0.41064638783269963,0.43549954891204834,Xgboost
0,1.0,0.664440734557596,0.2857142857142857,0.7142857142857143,0.335559265442404,0.6889830508474576,0.47796610169491527,0.5076271186440678,0.51080721616745,Xgboost
1,0.0,0.41379310344827586,0.17073170731707318,0.8292682926829268,0.5862068965517241,0.6571428571428571,0.2714285714285714,0.4142857142857143,0.3796044588088989,Xgboost
0,1.0,0.6385737439222042,0.2802197802197802,0.7197802197802198,0.36142625607779577,0.6766981943250215,0.470335339638865,0.530524505588994,0.5149238109588623,Xgboost
1,0.0,0.42105263157894735,0.14772727272727273,0.8522727272727273,0.5789473684210527,0.7011070110701108,0.24354243542435425,0.3505535055350554,0.3952406644821167,Xgboost
0,1.0,0.7125,0.337152209492635,0.662847790507365,0.2875,0.6865926558497011,0.5166524338172502,0.47822374039282667,0.5187457799911499,Xgboost
1,0.0,0.46938775510204084,0.19786096256684493,0.8021390374331551,0.5306122448979592,0.6877192982456141,0.2912280701754386,0.34385964912280703,0.400881290435791,Xgboost
0,1.0,0.6856649395509499,0.307426597582038,0.6925734024179621,0.3143350604490501,0.689119170984456,0.49654576856649396,0.5,0.5183285474777222,Xgboost
1,0.0,0.59,0.16374269005847952,0.8362573099415205,0.41,0.7453874538745388,0.3210332103321033,0.36900369003690037,0.4281102120876312,Xgboost
0,1.0,0.6488294314381271,0.29442508710801396,0.705574912891986,0.3511705685618729,0.6766211604095563,0.47525597269624575,0.5102389078498294,0.5131933093070984,Xgboost
1,0.0,0.43564356435643564,0.16149068322981366,0.8385093167701864,0.5643564356435643,0.683206106870229,0.26717557251908397,0.38549618320610685,0.4028981626033783,Xgboost
0,1.0,0.6572379367720466,0.29482758620689653,0.7051724137931035,0.3427620632279534,0.68077900084674,0.4792548687552921,0.5088907705334462,0.5118988752365112,Xgboost
0,0.0,0.5263157894736842,0.1566265060240964,0.8433734939759037,0.47368421052631576,0.7142857142857143,0.30714285714285716,0.40714285714285714,0.4127742350101471,Xgboost
1,1.0,0.6793103448275862,0.3190394511149228,0.6809605488850772,0.32068965517241377,0.6801375752364575,0.49871023215821153,0.49871023215821153,0.5172399878501892,Xgboost
1,0.0,0.46153846153846156,0.18333333333333332,0.8166666666666667,0.5384615384615384,0.6767676767676768,0.29292929292929293,0.3939393939393939,0.40070855617523193,Xgboost
0,1.0,0.6723842195540308,0.36298932384341637,0.6370106761565836,0.3276157804459691,0.6550218340611353,0.5205240174672489,0.509170305676856,0.5245535969734192,Xgboost
1,0.0,0.4132231404958678,0.17714285714285713,0.8228571428571428,0.5867768595041323,0.6554054054054054,0.27364864864864863,0.40878378378378377,0.38773995637893677,Xgboost
0,1.0,0.6833046471600689,0.30918727915194344,0.6908127208480566,0.31669535283993117,0.6870095902353966,0.4986922406277245,0.5065387968613775,0.515076220035553,Xgboost
1,0.0,0.65,0.2346368715083799,0.7653631284916201,0.35,0.7240143369175627,0.3835125448028674,0.35842293906810035,0.43825051188468933,Xgboost
0,1.0,0.6931034482758621,0.339041095890411,0.660958904109589,0.30689655172413793,0.6769759450171822,0.5154639175257731,0.49828178694158076,0.52388995885849,Xgboost
1,0.0,0.44537815126050423,0.1437125748502994,0.8562874251497006,0.5546218487394958,0.6853146853146853,0.2692307692307692,0.4160839160839161,0.3964340090751648,Xgboost
0,1.0,0.6309719934102141,0.2927272727272727,0.7072727272727273,0.36902800658978585,0.6672428694900605,0.4701815038893691,0.5246326707000865,0.5099769830703735,Xgboost
1,0.0,0.4777777777777778,0.14835164835164835,0.8516483516483516,0.5222222222222223,0.7279411764705882,0.25735294117647056,0.33088235294117646,0.3970983922481537,Xgboost
0,1.0,0.7036395147313691,0.34175084175084175,0.6582491582491582,0.29636048526863085,0.6806148590947908,0.520068317677199,0.4927412467976089,0.5290735363960266,Xgboost
1,0.0,0.5,0.11728395061728394,0.8827160493827161,0.5,0.7366412213740458,0.2633587786259542,0.3816793893129771,0.41015422344207764,Xgboost
0,1.0,0.62248322147651,0.3133561643835616,0.6866438356164384,0.3775167785234899,0.6542372881355932,0.4694915254237288,0.5050847457627119,0.5080494284629822,Xgboost
